coverage,balanced_error,worst_error
0.19997546313335787,0.08341813658977837,0.13636363636363635
0.20991289412342043,0.08327950912320359,0.13636363636363635
0.21997300944669365,0.08370976849237716,0.13636363636363635
0.22991044043675624,0.10235360439715313,0.17391304347826086
0.23997055576002946,0.10325243482759394,0.17391304347826086
0.24990798675009201,0.12180203676105317,0.20833333333333337
0.25996810207336524,0.12182776451869531,0.20833333333333337
0.2699055330634278,0.12185968137254904,0.20833333333333337
0.279965648386701,0.11971643774922464,0.19999999999999996
0.2899030793767636,0.12010265183917879,0.19999999999999996
0.2999631947000368,0.13543422266034916,0.23076923076923073
0.30990062569009935,0.13558461538461536,0.23076923076923073
0.3199607410133726,0.14554263565891473,0.25
0.3298981720034352,0.15992351568576613,0.27586206896551724
0.33995828732670835,0.18428302331057217,0.32258064516129037
0.34989571831677097,0.1866050181605644,0.32352941176470584
0.3599558336400442,0.20139193387381166,0.3513513513513513
0.36989326463010674,0.20519282464846977,0.3589743589743589
0.37995337995337997,0.20894122717405184,0.36585365853658536
0.3898908109434425,0.22526612514372613,0.39534883720930236
0.39995092626671574,0.2244325099429128,0.3913043478260869
0.4098883572567783,0.23263767778940436,0.4042553191489362
0.4199484725800515,0.23500680649389938,0.4042553191489362
0.4298859035701141,0.24945213975604713,0.4285714285714286
0.4399460188933873,0.2672717774585347,0.46153846153846156
0.44988344988344986,0.2689747596629347,0.4642857142857143
0.4599435652067231,0.2739947591940002,0.4666666666666667
0.4698809961967857,0.27699316250663836,0.46875
0.4799411115200589,0.2867560156951733,0.48484848484848486
0.4898785425101215,0.2909706434713848,0.4925373134328358
0.4999386578333947,0.29769038701622974,0.5
0.5099987731566679,0.3078221498500705,0.5135135135135135
0.5199362041467305,0.3162573661448191,0.5263157894736843
0.5299963194700037,0.3249231690051681,0.5365853658536586
0.5399337504600662,0.34083497194379164,0.5632183908045977
0.5499938657833394,0.35046412221463435,0.5777777777777777
0.559931296773402,0.3610714455709458,0.5957446808510638
0.5699914120966753,0.37263520183799115,0.6122448979591837
0.5799288430867379,0.38170392914777856,0.6237623762376238
0.5899889584100111,0.3881009164091286,0.6310679611650485
0.5999263894000736,0.3930494390690797,0.6346153846153846
0.6099865047233468,0.3982890168128655,0.6388888888888888
0.6199239357134094,0.4074964340430028,0.6521739130434783
0.6299840510366826,0.41486738235964243,0.6638655462184874
0.6399214820267451,0.41713395891288657,0.6611570247933884
0.6499815973500184,0.421998125015836,0.6639344262295082
0.659919028340081,0.42962978071487495,0.6746031746031746
0.6699791436633542,0.4324712400370295,0.6766917293233083
0.6799165746534167,0.44047549916608714,0.6861313868613139
0.6899766899766899,0.4458706872241495,0.6906474820143884
0.6999141209667525,0.44842470850905486,0.6896551724137931
0.7099742362900258,0.4534308771896841,0.695364238410596
0.7199116672800884,0.4577273216979099,0.6987179487179487
0.7299717826033616,0.4575256101972401,0.694267515923567
0.7399092135934241,0.4643899393695705,0.7018633540372671
0.7499693289166973,0.46976713626987987,0.7100591715976332
0.7599067599067599,0.47047485393515864,0.7068965517241379
0.7699668752300332,0.47328260004214767,0.7085714285714286
0.7799043062200957,0.4792658248340618,0.7166666666666667
0.7899644215433689,0.4831121012597759,0.7197802197802198
0.7999018525334315,0.48666173423324377,0.7213114754098361
0.8099619678567047,0.49102043278899526,0.7258064516129032
0.8198993988467672,0.49589242328694133,0.7301587301587302
0.8299595141700404,0.5020219270239275,0.7371134020618557
0.839896945160103,0.5071928673011705,0.7424242424242424
0.8499570604833763,0.5133105294467579,0.75
0.8598944914734389,0.5170644610067798,0.7536231884057971
0.8699546067967121,0.5208268153938782,0.7559808612440191
0.8798920377867746,0.5257658317067881,0.7594339622641509
0.8899521531100478,0.5308387793314592,0.7660550458715596
0.8998895841001104,0.5350230315088341,0.7692307692307692
0.9099496994233837,0.5375475691623551,0.7692307692307692
0.9198871304134462,0.5417834803016615,0.7723214285714286
0.9299472457367194,0.5456660557814559,0.7763157894736842
0.939884676726782,0.5468273332046129,0.7739130434782608
0.9499447920500552,0.5505957721607242,0.7768240343347639
0.9598822230401178,0.5537076829606069,0.7796610169491526
0.9699423383633909,0.5578043756580675,0.7842323651452282
0.9798797693534536,0.561198846631296,0.7860082304526749
0.9899398846767268,0.5644837983339275,0.7860082304526749
1.0,0.5679225801122372,0.7877551020408163
