coverage,balanced_error,worst_error
0.00973070830504639,0.030303030303030276,0.06060606060606055
0.019687712152070606,0.012987012987012991,0.025974025974025983
0.02964471599909482,0.008264462809917328,0.016528925619834656
0.03960171984611903,0.006060606060606044,0.012121212121212088
0.049332428151165425,0.004830917874396157,0.009661835748792313
0.05928943199818964,0.003984063745019917,0.007968127490039834
0.06924643584521385,0.04358099238645313,0.07692307692307687
0.07920343969223806,0.044396256562428627,0.07692307692307687
0.08893414799728445,0.03994708994708995,0.06666666666666665
0.09889115184430866,0.03956353919239908,0.0625
0.10884815569133288,0.03857691384689227,0.05555555555555558
0.11880515953835709,0.059523809523809534,0.09523809523809523
0.12853586784340348,0.052696078431372584,0.08333333333333337
0.1384928716904277,0.09821375761518897,0.1724137931034483
0.14844987553745193,0.11809912933508443,0.21212121212121215
0.15840687938447612,0.12617135207496655,0.2222222222222222
0.16813758768952253,0.13544232922732363,0.23684210526315785
0.17809459153654672,0.14797864225781848,0.26086956521739135
0.18805159538357094,0.13559577677224738,0.23529411764705888
0.19800859923059516,0.16367563974742438,0.288135593220339
0.20773930753564154,0.15597326649958232,0.2698412698412699
0.21769631138266576,0.16231721765097296,0.2753623188405797
0.22765331522968998,0.17712224108658747,0.3026315789473685
0.23761031907671418,0.18426501035196685,0.30952380952380953
0.2473410273817606,0.18468720821662,0.3058823529411765
0.2572980312287848,0.17488391149959026,0.2857142857142857
0.267255035075809,0.17376164603521355,0.2828282828282829
0.2772120389228332,0.17465947299801005,0.27884615384615385
0.2869427472278796,0.17427370861406943,0.2710280373831776
0.29689975107490385,0.18959718135919507,0.29565217391304344
0.30685675492192804,0.19571197411003238,0.30000000000000004
0.31681375876895224,0.20690490611750456,0.3153846153846154
0.32654446707399865,0.22476702115996056,0.34285714285714286
0.33650147092102284,0.22103139935248473,0.3310344827586207
0.3464584747680471,0.23265559665860058,0.35031847133757965
0.3564154786150713,0.24389327238916214,0.36809815950920244
0.3661461869201177,0.2548345639496114,0.38596491228070173
0.3761031907671419,0.2615985354097145,0.3908045977011494
0.3860601946141661,0.265374253677006,0.3944444444444445
0.3960171984611903,0.2734649122807018,0.4052631578947369
0.40574790676623673,0.2802741943548589,0.4129353233830846
0.4157049106132609,0.2863290836699836,0.41706161137440756
0.4256619144602851,0.3001799051409257,0.43891402714932126
0.43561891830730937,0.3060522180524972,0.4429824561403509
0.4453496266123557,0.31178413561956575,0.44957983193277307
0.45530663045937997,0.3170948114636652,0.4538152610441767
0.46526363430640416,0.327043001541888,0.46923076923076923
0.47522063815342835,0.3370144365508701,0.48134328358208955
0.48495134645847476,0.343263833973036,0.48920863309352514
0.49490835030549896,0.348926337926836,0.49122807017543857
0.5048653541525232,0.3528156725327983,0.4931506849315068
0.5148223579995475,0.35756248899841575,0.49498327759197325
0.5245530663045938,0.3611869564306897,0.4983818770226537
0.534510070151618,0.3701904313822279,0.5110410094637223
0.5444670739986422,0.37756311939594145,0.5214723926380368
0.5544240778456664,0.38070269747545427,0.5210843373493976
0.5641547861507128,0.38683854070141394,0.5278592375366569
0.574111789997737,0.39207032226652455,0.5302593659942363
0.5840687938447613,0.3954829341728503,0.5297450424929179
0.5940257976917854,0.3991169977924945,0.5333333333333333
0.6037565059968318,0.40376829408372383,0.5367847411444142
0.6137135098438561,0.40953956437827405,0.543010752688172
0.6236705136908803,0.414062220632934,0.5478723404255319
0.6336275175379045,0.422052110581115,0.5592783505154639
0.6433582258429509,0.42616302370749454,0.5603015075376885
0.6533152296899751,0.4337691510650246,0.5686274509803921
0.6632722335369993,0.43968778619123144,0.5741626794258373
0.6732292373840235,0.4436684509869521,0.5761124121779859
0.6829599456890699,0.44953475643130814,0.5816091954022988
0.6929169495360942,0.4528584160937102,0.5833333333333333
0.7028739533831183,0.4578615756705935,0.5903083700440528
0.7128309572301426,0.4646239151129841,0.5991471215351812
0.722561665535189,0.4699648484174841,0.6037735849056604
0.7325186693822132,0.47575347816493624,0.610655737704918
0.7424756732292374,0.4783506275968587,0.6121212121212121
0.7524326770762616,0.4823004056875025,0.6150793650793651
0.762163385381308,0.48787497055540197,0.6198830409356726
0.7721203892283321,0.4913104165798006,0.6233269598470363
0.7820773930753564,0.4959086050034992,0.6273408239700374
0.7920343969223806,0.5003691191191191,0.6314814814814815
0.801765105227427,0.5038747987728943,0.6345454545454545
0.8117221090744512,0.5067145346391877,0.6363636363636364
0.8216791129214754,0.5114631534117976,0.641476274165202
0.8316361167684997,0.5163638545301829,0.6460481099656357
0.8413668250735461,0.5213401621852326,0.6515151515151515
0.8513238289205702,0.5247384965755004,0.6539735099337749
0.8612808327675945,0.5296417638032545,0.6602254428341385
0.8712378366146187,0.5322816255924356,0.6619496855345912
0.880968544919665,0.5351058739083623,0.6625194401244168
0.8909255487666893,0.5397121007019552,0.667175572519084
0.9008825526137135,0.5433780507810364,0.6686838124054463
0.9108395564607378,0.5482451153809205,0.6755162241887905
0.9205702647657841,0.5528354827914639,0.6811594202898551
0.9305272686128083,0.5563867023949087,0.6842857142857143
0.9404842724598326,0.5590032245986476,0.685997171145686
0.9504412763068567,0.562552731936148,0.6890756302521008
0.9601719846119031,0.5655513021024927,0.6903765690376569
0.9701289884589274,0.569657283565532,0.6942148760330579
0.9800859923059516,0.573280299432088,0.6961852861035422
0.9900429961529758,0.5781342938826235,0.7014725568942437
1.0,0.581028620148625,0.7031662269129287
